Set_ID,Name,Year,Theme,Theme_Group,Subtheme,Category,Packaging,Num_Instructions,Availability,Pieces,Minifigures,Owned,Rating,USD_MSRP,Total_Quantity,Current_Price
6825-1,Cosmic Comet,1985,Space,Action/Adventure,Classic,Normal,Box,0,Retail,40.0,1.0,3159.0,3.9,,0.0,
6826-1,Crater Crawler,1985,Space,Action/Adventure,Classic,Normal,Box,0,Retail,32.0,1.0,2837.0,4.0,,0.0,
6847-1,Space Dozer,1985,Space,Action/Adventure,Classic,Normal,Box,0,Retail,49.0,1.0,2802.0,4.0,,0.0,
6848-2,Inter-Planetary Shuttle,1985,Space,Action/Adventure,Classic,Normal,Box,0,Retail,62.0,1.0,886.0,0.0,,0.0,
6872-1,Xenon X-Craft,1985,Space,Action/Adventure,Classic,Normal,Box,0,Retail,74.0,2.0,3443.0,4.3,,0.0,
6882-1,Walking Astro Grappler,1985,Space,Action/Adventure,Classic,Normal,Box,0,Retail,92.0,1.0,3144.0,3.8,,1.0,425.0000
6891-1,Gamma V Laser Craft,1985,Space,Action/Adventure,Classic,Normal,Box,0,Retail,144.0,2.0,3150.0,4.4,,0.0,
6931-1,FX Star Patroller,1985,Space,Action/Adventure,Classic,Normal,Box,0,Retail,239.0,2.0,2257.0,4.4,,0.0,
6952-1,Solar Power Transporter,1985,Space,Action/Adventure,Classic,Normal,Box,0,Retail,317.0,5.0,2336.0,4.3,,1.0,595.0000
7715-1,Push-Along Passenger Steam Train,1985,Trains,Modern day,4.5/12V,Normal,Box,0,Retail,449.0,5.0,1209.0,4.3,,0.0,
7722-1,Steam Cargo Train Set,1985,Trains,Modern day,4.5/12V,Normal,Box,0,Retail,495.0,3.0,1796.0,4.4,,0.0,
7735-1,Freight Train Set,1985,Trains,Modern day,4.5/12V,Normal,Box,0,Retail,509.0,2.0,1097.0,4.4,,0.0,
7745-1,High-Speed City Express Passenger Train Set,1985,Trains,Modern day,4.5/12V,Normal,Box,0,Retail,736.0,10.0,1330.0,4.5,,0.0,
7817-1,Crane Wagon,1985,Trains,Modern day,4.5/12V,Normal,Box,0,Retail,147.0,1.0,835.0,3.9,,1.0,169.9900
7835-1,Road Crossing,1985,Trains,Modern day,4.5/12V,Normal,Box,0,Retail,129.0,1.0,1453.0,4.4,,1.0,134.0000
70012-1,V-belts / Rubber Bands,1985,Service Packs,Miscellaneous,Technic,Normal,{Not specified},4,{Not specified},20.0,,30.0,0.0,,0.0,
73129-1,Shock Absorbers,1985,Service Packs,Miscellaneous,Technic,Normal,{Not specified},0,{Not specified},4.0,,12.0,0.0,,0.0,
390-1,Helicopter,1986,Basic,Basic,Universal Building Set,Normal,Box,0,Retail,24.0,1.0,97.0,0.0,,0.0,
391-2,Police Car,1986,Basic,Basic,,Normal,{Not specified},0,{Not specified},21.0,1.0,93.0,0.0,,0.0,
392-2,Fire Engine,1986,Basic,Basic,,Normal,{Not specified},0,{Not specified},23.0,1.0,158.0,0.0,,0.0,
393-2,Tow Truck,1986,Basic,Basic,,Normal,{Not specified},0,{Not specified},29.0,1.0,71.0,0.0,,0.0,
800-2,Extra Bricks Red,1986,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},62.0,,111.0,0.0,,0.0,
801-2,Extra Bricks Blue,1986,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},82.0,,112.0,0.0,,0.0,
802-2,Extra Bricks White,1986,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},30.0,,132.0,0.0,,0.0,
803-1,Extra Bricks Yellow,1986,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},62.0,,113.0,0.0,,0.0,
804-1,Extra Bricks Black,1986,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},62.0,,97.0,0.0,,0.0,
805-1,Extra Bricks Grey,1986,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},62.0,,117.0,0.0,,0.0,
806-1,Extra Plates Blue,1986,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},42.0,,59.0,0.0,,0.0,
807-1,Extra Plates Red,1986,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},42.0,,46.0,0.0,,0.0,
808-1,Wheels and Tyres,1986,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},40.0,,162.0,0.0,,0.0,
809-1,Doors and Windows,1986,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},38.0,,316.0,0.0,,0.0,
811-1,"Red Roof Bricks, Steep Pitch",1986,Basic,Basic,Supplementaries,Normal,Box,0,Retail,59.0,,268.0,0.0,,0.0,
812-2,"Red Roof Bricks, Shallow Pitch",1986,Basic,Basic,Supplementaries,Normal,Box,0,Retail,60.0,,209.0,0.0,,0.0,
813-1,"Baseplate, Green",1986,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},1.0,,333.0,0.0,,1.0,10.0000
814-1,"Baseplates, Green, Red and Yellow",1986,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},3.0,,157.0,0.0,,0.0,
815-1,"Baseplate, Grey",1986,Basic,Basic,Supplementaries,Normal,Shrink-wrapped,0,Retail,1.0,,453.0,0.0,,0.0,
816-1,"Lighting Bricks, 4.5V",1986,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},18.0,,567.0,0.0,,0.0,
1000-1,Mosaic Set,1986,Dacta,Educational,,Normal,{Not specified},0,{Not specified},191.0,,23.0,0.0,,0.0,
1014-2,"Mosaic Set (Pets: dogs, cats, hens, rabbits)",1986,Dacta,Educational,,Normal,{Not specified},0,{Not specified},80.0,,24.0,0.0,,0.0,
1019-1,Mosaic Set (Lion),1986,Dacta,Educational,,Normal,{Not specified},0,{Not specified},20.0,,21.0,0.0,,0.0,
1020-1,Basic Bricks - 90 elements,1986,Dacta,Educational,,Normal,{Not specified},0,{Not specified},86.0,,28.0,0.0,,0.0,
1021-1,Basic Vehicles - 78 elements,1986,Dacta,Educational,,Normal,{Not specified},0,{Not specified},94.0,12.0,27.0,0.0,,0.0,
1022-1,Mini Basic Bricks - 29 elements,1986,Dacta,Educational,,Normal,{Not specified},0,{Not specified},29.0,2.0,46.0,0.0,,0.0,
1023-1,Giant Red Baseplate,1986,Dacta,Educational,,Normal,{Not specified},0,{Not specified},1.0,,21.0,0.0,,0.0,
1028-1,6 x 12 Base Bricks,1986,Dacta,Educational,,Normal,{Not specified},0,{Not specified},6.0,,20.0,0.0,,0.0,
1039-1,Manual Control Set 1,1986,Dacta,Educational,,Normal,{Not specified},0,{Not specified},46.0,,66.0,0.0,,0.0,
1040-2,Farm Set,1986,Dacta,Educational,,Normal,{Not specified},0,{Not specified},82.0,4.0,67.0,0.0,,0.0,
1041-1,Harbour,1986,Dacta,Educational,,Normal,{Not specified},0,{Not specified},77.0,6.0,18.0,0.0,,0.0,
1042-1,Community People,1986,Dacta,Educational,,Normal,{Not specified},0,{Not specified},12.0,12.0,17.0,0.0,,0.0,
1043-1,Farm Animals Set,1986,Dacta,Educational,,Normal,{Not specified},0,{Not specified},30.0,,38.0,0.0,,0.0,
1044-1,Community Vehicles,1986,Dacta,Educational,,Normal,{Not specified},0,{Not specified},33.0,6.0,24.0,0.0,,0.0,
1045-1,Industrial Elements,1986,Dacta,Educational,,Normal,{Not specified},0,{Not specified},20.0,,18.0,0.0,,0.0,
1046-1,Train Set,1986,Dacta,Educational,,Normal,{Not specified},0,{Not specified},61.0,6.0,54.0,0.0,,0.0,
1047-1,Extra Track,1986,Dacta,Educational,,Normal,{Not specified},0,{Not specified},12.0,,36.0,0.0,,0.0,
1048-1,Bridge and Crossing Tracks,1986,Dacta,Educational,,Normal,{Not specified},0,{Not specified},12.0,,58.0,0.0,,0.0,
1050-1,Basic Pack,1986,Dacta,Educational,,Normal,{Not specified},0,{Not specified},402.0,6.0,25.0,0.0,,0.0,
1071-1,Bricks 2 x 2 and 2 x 4,1986,Dacta,Educational,,Normal,{Not specified},0,{Not specified},56.0,,17.0,0.0,,0.0,
1083-1,Supplementary Pack,1986,Dacta,Educational,,Normal,{Not specified},0,{Not specified},64.0,,31.0,0.0,,0.0,
1090-1,Technic Control 1,1986,Dacta,Educational,,Normal,{Not specified},0,{Not specified},404.0,,59.0,0.0,,0.0,
1092-1,Technic Control II,1986,Dacta,Educational,,Normal,{Not specified},0,{Not specified},463.0,,51.0,0.0,,0.0,
1093-1,Interface A,1986,Dacta,Educational,,Normal,{Not specified},0,{Not specified},3.0,,33.0,0.0,,0.0,
1169-1,Bogie plates,1986,Service Packs,Miscellaneous,,Normal,{Not specified},0,{Not specified},2.0,,12.0,0.0,,0.0,
1174-1,Motor housing,1986,Service Packs,Miscellaneous,,Normal,{Not specified},0,{Not specified},2.0,,14.0,0.0,,0.0,
1179-1,Replacement Space Siren,1986,Service Packs,Miscellaneous,Space,Normal,Polybag,0,{Not specified},1.0,,19.0,0.0,,0.0,
1243-1,Hinges and Couplings,1986,Service Packs,Miscellaneous,,Normal,Polybag,0,{Not specified},9.0,,17.0,0.0,,0.0,
1343-1,Optosensors (4.5V) and Discs,1986,Service Packs,Miscellaneous,Technic,Normal,Polybag,0,{Not specified},4.0,,15.0,0.0,,0.0,
1400-1,Basic Box,1986,Basic,Basic,,Normal,{Not specified},0,{Not specified},166.0,2.0,18.0,0.0,,0.0,
1503-1,Car Building Set,1986,Duplo,Pre-school,,Normal,Box,0,{Not specified},7.0,1.0,21.0,0.0,,0.0,
1504-2,House Building Set,1986,Duplo,Pre-school,,Normal,Box,0,{Not specified},13.0,1.0,17.0,0.0,,0.0,
1505-1,House and Car Building Sets,1986,Duplo,Pre-school,Bonus/Value Pack,Collection,Other,0,Unknown,20.0,,17.0,0.0,,0.0,
1506-1,Town Value Pack,1986,Town,Modern day,Bonus/Value Pack,Collection,Box,0,Retail - limited,88.0,,118.0,0.0,,0.0,
1507-1,Special Two-Set Space Pack,1986,Space,Action/Adventure,Bonus/Value Pack,Collection,Box,0,Retail - limited,96.0,,158.0,0.0,,0.0,
1511-1,Basic Building Set,1986,Basic,Basic,,Normal,Box,0,Retail - limited,59.0,1.0,23.0,0.0,,0.0,
1523-2,Basic Building Set,1986,Basic,Basic,,Normal,Box,0,Retail - limited,27.0,,27.0,0.0,,,
1524-2,Basic Building Set,1986,Basic,Basic,,Normal,{Not specified},0,{Not specified},38.0,,33.0,0.0,,,
1525-1,LEGO Container Lorry,1986,Town,Modern day,Vehicles,Normal,Box,0,Unknown,154.0,1.0,197.0,0.0,,0.0,
1526-1, Unknown,1986,Space,Action/Adventure,Classic,Normal,Box,0,Unknown,104.0,,,0.0,,0.0,
1528-1,Dragster,1986,Town,Modern day,Racing,Normal,Box,0,Retail - limited,21.0,1.0,657.0,0.0,,0.0,
1554-1,Silja Line Ferry,1986,Promotional,Miscellaneous,Ferries,Normal,Box,0,Promotional,176.0,,97.0,0.0,,0.0,
1555-1,Santa Claus,1986,Basic,Basic,Seasonal,Normal,Polybag,0,Retail - limited,19.0,,1066.0,0.0,,1.0,2.0000
1556-1,Christmas Hearts,1986,Basic,Basic,Seasonal,Normal,Polybag,0,{Not specified},10.0,,20.0,0.0,,0.0,
1557-1,Scooter,1986,Space,Action/Adventure,Classic,Normal,Box,0,Retail - limited,26.0,1.0,1323.0,3.2,,0.0,
1558-1,Mobile Command Trailer,1986,Space,Action/Adventure,Classic,Normal,Box,0,Retail - limited,70.0,2.0,1313.0,3.6,,0.0,
1570-1,Fabuland Character Polybag,1986,Fabuland,Junior,,Normal,Polybag,0,Unknown,4.0,1.0,28.0,0.0,,0.0,
1572-1,Super Tow Truck,1986,Town,Modern day,Vehicles,Normal,Box,0,Retail - limited,67.0,1.0,1065.0,3.8,,0.0,
1580-1,Lunar Scout,1986,Space,Action/Adventure,Classic,Normal,Box,0,Retail - limited,72.0,1.0,829.0,4.1,,1.0,250.0000
1589-2,"Breakdown Assistance, Touring Club Schweiz Edition",1986,Town,Modern day,Special,Normal,Box,0,Promotional,245.0,4.0,86.0,0.0,,0.0,
1618-1,Storage Container,1986,Duplo,Pre-school,,Normal,Bucket,0,Retail - limited,47.0,3.0,18.0,0.0,,0.0,
1619-1,Storage Container,1986,Basic,Basic,,Normal,Bucket,0,Retail - limited,260.0,4.0,53.0,0.0,,0.0,
1926-1,DUPLO Combination Pack,1986,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},6.0,,14.0,0.0,,0.0,
1963-1,Basic Set with Storage Case,1986,Basic,Basic,,Normal,{Not specified},0,{Not specified},215.0,1.0,43.0,0.0,,0.0,
2014-1,Oval Rattle,1986,Duplo,Pre-school,Baby,Normal,{Not specified},0,{Not specified},1.0,,26.0,0.0,,0.0,
2050-1,Squirrel Rattle,1986,Duplo,Pre-school,Baby,Normal,{Not specified},0,{Not specified},2.0,,31.0,0.0,,0.0,
2051-1,Spin-A-Coaster,1986,Duplo,Pre-school,Baby,Normal,{Not specified},0,{Not specified},2.0,,23.0,0.0,,0.0,
2052-1,Clown Shape Sorter,1986,Duplo,Pre-school,Baby,Normal,{Not specified},0,{Not specified},7.0,,51.0,0.0,,0.0,
2057-1,Rocking Horse Push-Along,1986,Duplo,Pre-school,Baby,Normal,{Not specified},0,{Not specified},2.0,1.0,21.0,0.0,,0.0,
2059-1,Activity and Bath Toy,1986,Duplo,Pre-school,Baby,Normal,{Not specified},0,{Not specified},2.0,,17.0,0.0,,0.0,
2750-1,DUPLO Family,1986,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},7.0,6.0,54.0,0.0,,0.0,
2752-1,Bedroom,1986,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},30.0,2.0,61.0,0.0,,0.0,
2754-1,Bathroom,1986,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},10.0,1.0,65.0,0.0,,0.0,
2756-1,Kitchen,1986,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},21.0,1.0,61.0,0.0,,0.0,
2758-1,Living Room,1986,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},29.0,1.0,47.0,0.0,,0.0,
2760-1,House Supplementary Set,1986,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},11.0,,37.0,0.0,,0.0,
2770-1,Play House,1986,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},64.0,5.0,148.0,0.0,,0.0,
3633-1,Motor Boat with Walter Walrus,1986,Fabuland,Junior,,Normal,{Not specified},0,{Not specified},13.0,1.0,341.0,0.0,,0.0,
3644-1,Mike Monkey and his Taxi,1986,Fabuland,Junior,,Normal,{Not specified},0,{Not specified},10.0,2.0,298.0,0.0,,0.0,
3668-1,Merry-Go-Round with Ticket Booth,1986,Fabuland,Junior,,Normal,{Not specified},0,{Not specified},42.0,3.0,383.0,0.0,,0.0,
3679-1,Flour Mill and Shop,1986,Fabuland,Junior,,Normal,{Not specified},0,{Not specified},73.0,2.0,204.0,0.0,,0.0,
3718-1,Outdoor Cafe with Bonnie Bunny,1986,Fabuland,Junior,,Normal,{Not specified},0,{Not specified},6.0,1.0,230.0,0.0,,0.0,
3796-1,Patricia Piglet at her Bakery,1986,Fabuland,Junior,,Normal,{Not specified},0,{Not specified},30.0,1.0,274.0,0.0,,0.0,
5510-1,Off-Road 4 x 4,1986,Model Team,Model making,,Normal,Box,0,Retail,285.0,,2253.0,4.1,,0.0,
5540-1,Formula 1 Racer,1986,Model Team,Model making,,Normal,Box,0,Retail,451.0,,1192.0,4.0,,0.0,
5580-1,Highway Rig,1986,Model Team,Model making,,Normal,Box,0,Retail,667.0,,2963.0,4.5,,1.0,810.0000
6012-1,Siege Cart,1986,Castle,Historical,Lion Knights,Normal,Box,0,Retail,54.0,2.0,3290.0,3.8,,0.0,
6023-1,Maiden's Cart,1986,Castle,Historical,Lion Knights,Normal,Box,0,Retail,43.0,2.0,2672.0,3.8,,2.0,300.0000
6041-1,Armor Shop,1986,Castle,Historical,Lion Knights,Normal,Box,0,Retail,114.0,2.0,2942.0,4.4,,0.0,
6067-1,Guarded Inn,1986,Castle,Historical,Lion Knights,Normal,Box,0,Retail,230.0,4.0,2655.0,4.6,,3.0,1140.0000
6074-1,Black Falcon's Fortress,1986,Castle,Historical,Black Falcons,Normal,Box,0,Retail,430.0,6.0,4689.0,4.5,,1.0,1300.0000
6301-1,Town Mini-Figures,1986,Town,Modern day,Accessories,Normal,Box,0,Retail,32.0,6.0,971.0,3.7,,0.0,
6310-1,"Road Plates, Junction",1986,Town,Modern day,Accessories,Normal,Shrink-wrapped,0,Retail,2.0,,2153.0,4.2,,0.0,
6311-1,"Road Plates, Curved",1986,Town,Modern day,Accessories,Normal,Shrink-wrapped,0,Retail,2.0,,2304.0,3.9,,1.0,26.0200
6312-1,"Road Plates, Straight",1986,Town,Modern day,Accessories,Normal,Shrink-wrapped,0,Retail,2.0,,2293.0,4.1,,2.0,40.9000
6313-1,"Road Plates, Cross",1986,Town,Modern day,Accessories,Normal,Shrink-wrapped,0,Retail,2.0,,1679.0,4.3,,1.0,45.6000
6359-1,Horse Trailer,1986,Town,Modern day,Leisure,Normal,Box,0,Retail,141.0,1.0,1686.0,3.9,,0.0,
6360-1,Weekend Cottage,1986,Town,Modern day,Leisure,Normal,Box,0,Retail,113.0,2.0,1447.0,4.0,,0.0,
6361-1,Mobile Crane,1986,Town,Modern day,Vehicles,Normal,Box,0,Retail,163.0,1.0,3958.0,4.2,,0.0,
6378-1,Shell Service Station,1986,Town,Modern day,Shops and Services,Normal,Box,0,Retail,291.0,2.0,3201.0,4.5,,0.0,
6379-1,Riding Stable,1986,Town,Modern day,Leisure,Normal,Box,0,Retail,275.0,2.0,2295.0,4.2,,0.0,
6386-1,Police Command Base,1986,Town,Modern day,Police,Normal,Box,0,Retail,381.0,4.0,4303.0,4.2,,0.0,
6450-1,Mobile Police Truck,1986,Town,Modern day,Police,Normal,Box,0,Retail,77.0,1.0,3746.0,4.1,,0.0,
6480-1,Hook and Ladder Truck,1986,Town,Modern day,Fire,Normal,Box,0,Retail,118.0,1.0,3628.0,4.1,,0.0,
6612-1,Fire Chief's Car,1986,Town,Modern day,Fire,Normal,Box,0,Retail,29.0,1.0,2434.0,2.9,,0.0,
6613-1,Telephone Booth,1986,Town,Modern day,Shops and Services,Normal,Box,0,Retail,24.0,1.0,2983.0,3.8,,0.0,
6634-1,Stock Car,1986,Town,Modern day,Racing,Normal,Box,0,Retail,47.0,1.0,3495.0,3.8,,0.0,
6658-1,Bulldozer,1986,Town,Modern day,Construction,Normal,Box,0,Retail,65.0,1.0,3640.0,3.8,,2.0,120.0000
6659-1,TV Camera Crew,1986,Town,Modern day,Vehicles,Normal,Box,0,Retail,64.0,2.0,3447.0,3.6,,1.0,299.9900
6676-1,Mobile Command Unit,1986,Town,Modern day,Police,Normal,Box,0,Retail,100.0,2.0,3292.0,3.8,,0.0,
6677-1,Motocross Racing,1986,Town,Modern day,Racing,Normal,Box,0,Retail,72.0,1.0,2954.0,4.0,,1.0,229.9900
6698-1,RV with Speedboat,1986,Town,Modern day,Leisure,Normal,Box,0,Retail,129.0,1.0,4083.0,4.2,,0.0,
6702-1,Space Mini-Figures,1986,Space,Action/Adventure,Classic,Normal,Box,0,Retail,56.0,6.0,1212.0,4.4,,2.0,364.5000
6750-1,Sonic Robot,1986,Space,Action/Adventure,Classic,Normal,Box,0,Retail,103.0,2.0,1590.0,3.8,,0.0,
6780-1,XT Starship,1986,Space,Action/Adventure,Classic,Normal,Box,0,Retail,201.0,1.0,1940.0,4.2,,0.0,
6783-1,Sonar Transmitting Cruiser,1986,Space,Action/Adventure,Classic,Normal,Box,0,Retail,363.0,3.0,1559.0,4.4,,0.0,
6802-1,Space Probe,1986,Space,Action/Adventure,Classic,Normal,Box,0,Retail,31.0,2.0,1197.0,3.7,,0.0,
6820-1,Starfire I,1986,Space,Action/Adventure,Classic,Normal,Box,0,Retail,34.0,1.0,3970.0,4.0,,0.0,
6845-1,Cosmic Charger,1986,Space,Action/Adventure,Classic,Normal,Box,0,Retail,51.0,1.0,2412.0,3.7,,0.0,
6874-1,Moon Rover,1986,Space,Action/Adventure,Classic,Normal,Box,0,Retail,66.0,2.0,1960.0,3.8,,0.0,
6892-1,Modular Space Transport,1986,Space,Action/Adventure,Classic,Normal,Box,0,Retail,150.0,2.0,1457.0,3.4,,0.0,
6926-1,Mobile Recovery Vehicle,1986,Space,Action/Adventure,Classic,Normal,Box,0,Retail,150.0,2.0,1447.0,3.8,,0.0,
6940-1,Alien Moon Stalker,1986,Space,Action/Adventure,Classic,Normal,Box,0,Retail,263.0,2.0,2022.0,4.6,,1.0,855.0000
6985-1,Cosmic Fleet Voyager,1986,Space,Action/Adventure,Classic,Normal,Box,0,Retail,413.0,4.0,1762.0,4.6,,0.0,
7813-1,Shell Tanker Wagon,1986,Trains,Modern day,4.5/12V,Normal,Box,0,Retail,121.0,1.0,927.0,4.2,,0.0,
7823-1,Container Crane Depot,1986,Trains,Modern day,4.5/12V,Normal,Box,0,Retail,487.0,2.0,966.0,4.4,,2.0,299.9900
7839-1,Car Transport Depot,1986,Trains,Modern day,4.5/12V,Normal,Box,0,Retail,340.0,2.0,816.0,4.6,,0.0,
8035-1,Universal Set,1986,Technic,Technical,Universal,Normal,Box,0,Retail,174.0,,1446.0,3.4,,0.0,
8055-1,Universal Motor Set,1986,Technic,Technical,Universal,Normal,Box,0,Retail,191.0,,1163.0,3.9,,0.0,
8620-1,Snow Scooter,1986,Technic,Technical,Arctic,Normal,Box,0,Retail,100.0,1.0,2059.0,3.9,,0.0,
8640-1,Polar Copter,1986,Technic,Technical,Arctic,Normal,Box,0,Retail,238.0,1.0,1737.0,4.2,,0.0,
8660-1,Arctic Rescue Unit,1986,Technic,Technical,Arctic,Normal,Box,0,Retail,385.0,2.0,1685.0,4.2,,0.0,
8680-1,Arctic Rescue Base,1986,Technic,Technical,Arctic,Normal,Box,0,Retail,523.0,2.0,706.0,4.0,,0.0,
8842-1,Go-Kart,1986,Technic,Technical,,Normal,Box,0,Retail,281.0,,2287.0,4.1,,0.0,
8849-1,Tractor,1986,Technic,Technical,,Normal,Box,0,Retail,346.0,,912.0,4.0,,0.0,
9006-1,Play and Build Centre,1986,Dacta,Educational,Duplo,Normal,{Not specified},0,{Not specified},14.0,,13.0,0.0,,0.0,
9008-1,Baby set,1986,Dacta,Educational,Duplo,Normal,{Not specified},0,{Not specified},13.0,,11.0,0.0,,0.0,
9060-1,Building plates,1986,Dacta,Educational,Duplo,Normal,{Not specified},0,{Not specified},6.0,,17.0,0.0,,0.0,
9150-1,Duplo furniture,1986,Dacta,Educational,Duplo,Normal,{Not specified},0,{Not specified},74.0,4.0,19.0,0.0,,0.0,
9151-1,Duplo family,1986,Dacta,Educational,Duplo,Normal,{Not specified},0,{Not specified},10.0,10.0,26.0,0.0,,0.0,
9356-1,Town Environment,1986,Dacta,Educational,Town,Normal,Box,0,{Not specified},605.0,8.0,24.0,0.0,,0.0,
9360-1,Roadplates and Scenery,1986,Dacta,Educational,Town,Normal,Other,0,{Not specified},85.0,,100.0,0.0,,0.0,
0011-3,2 For 1 Bonus Offer,1987,Castle,Historical,Bonus/Value Pack,Collection,Box,0,Retail - limited,151.0,,109.0,0.0,,0.0,
250-1,Building Ideas Book,1987,Books,Miscellaneous,LEGO,Book,{Not specified},0,{Not specified},1.0,,1310.0,4.0,,,
303-1,"Basic Building Set, 3+",1987,Basic,Basic,,Normal,{Not specified},0,{Not specified},33.0,,35.0,0.0,,0.0,
307-1,"Basic Building Set, 3+",1987,Basic,Basic,,Normal,{Not specified},0,{Not specified},33.0,,28.0,0.0,,0.0,
317-2,Basic Building Set,1987,Basic,Basic,,Normal,Box,0,Retail - limited,68.0,,38.0,0.0,,0.0,
327-1,Basic Building Set,1987,Basic,Basic,,Normal,Box,0,Retail - limited,99.0,1.0,60.0,0.0,,0.0,
337-1,Basic Building Set,1987,Basic,Basic,,Normal,Box,0,Retail - limited,212.0,2.0,37.0,0.0,,0.0,
347-2,Basic Building Set,1987,Basic,Basic,,Normal,Box,0,Retail - limited,328.0,2.0,44.0,0.0,,0.0,
356-2,Basic Building Set with Storage Case,1987,Basic,Basic,,Normal,{Not specified},0,{Not specified},,,14.0,0.0,,0.0,
357-2,Basic Building Set,1987,Basic,Basic,,Normal,Box,0,Retail - limited,451.0,,19.0,0.0,,0.0,
503-1,"Basic Building Set, 5+",1987,Basic,Basic,,Normal,{Not specified},0,{Not specified},35.0,,76.0,0.0,,0.0,
507-1,"Basic Building Set, 5+",1987,Basic,Basic,,Normal,{Not specified},0,{Not specified},56.0,,115.0,0.0,,0.0,
517-2,Basic Building Set 5+,1987,Basic,Basic,,Normal,{Not specified},0,{Not specified},115.0,,110.0,0.0,,0.0,
527-1,Basic Building Set,1987,Basic,Basic,,Normal,{Not specified},0,{Not specified},192.0,1.0,115.0,0.0,,0.0,
537-1,"Basic Building Set, 5+",1987,Basic,Basic,,Normal,{Not specified},0,{Not specified},259.0,2.0,220.0,0.0,,0.0,
547-1,"Basic Building Set, 5+",1987,Basic,Basic,,Normal,{Not specified},0,{Not specified},563.0,2.0,113.0,0.0,,0.0,
557-1,"Basic Building Set, 5+",1987,Basic,Basic,,Normal,{Not specified},0,{Not specified},711.0,2.0,70.0,0.0,,0.0,
610-2,Rescue Helicopter,1987,Town,Modern day,Special,Normal,Box,0,Promotional,39.0,,60.0,0.0,,0.0,
789-1,Storage Cloth,1987,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},1.0,,239.0,0.0,,0.0,
952-2,TC logo - Activity Book Box Set,1987,Dacta,Educational,,Normal,{Not specified},0,{Not specified},,,24.0,0.0,,,
1078-1,Animal Mosaic Puzzle,1987,Dacta,Educational,,Normal,{Not specified},0,{Not specified},80.0,,22.0,0.0,,0.0,
1079-1,Animal Mosaic Puzzle,1987,Dacta,Educational,,Normal,{Not specified},0,{Not specified},80.0,,23.0,0.0,,0.0,
1346-1,"Touch Sensors, 4.5V",1987,Service Packs,Miscellaneous,Technic,Normal,Polybag,0,{Not specified},2.0,,13.0,0.0,,0.0,
1460-1,Pre-school activities with LEGO bricks,1987,Dacta,Educational,,Normal,{Not specified},0,{Not specified},,,14.0,0.0,,,
1467-1,Race Car,1987,Town,Modern day,Special,Normal,Polybag,0,Promotional,46.0,1.0,188.0,0.0,,0.0,
1468-1,Petrol Tanker,1987,Town,Modern day,Special,Normal,Polybag,0,Promotional,40.0,1.0,112.0,0.0,,0.0,
1469-1,Helicopter,1987,Town,Modern day,Special,Normal,Polybag,0,Promotional,40.0,,158.0,0.0,,0.0,
1470-1,Petrol Pumps and Garage Staff,1987,Town,Modern day,Special,Normal,Polybag,0,Promotional,32.0,2.0,170.0,0.0,,0.0,
1472-1,Vacation House,1987,Town,Modern day,Leisure,Normal,Box,0,Retail - limited,353.0,4.0,732.0,0.0,,0.0,
1473-1,Combi Pack,1987,Duplo,Pre-school,,Normal,Box,0,{Not specified},,,11.0,0.0,,,
1484-1,Houses,1987,Town,Modern day,Special,Normal,Box,0,Promotional,197.0,2.0,451.0,4.3,,0.0,
1488-1,Building Set,1987,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},,,10.0,0.0,,,
1496-1,Rally Car,1987,Town,Modern day,Racing,Normal,Box,0,Retail - limited,52.0,1.0,937.0,3.7,,0.0,
1497-1,Pitstop and Crew,1987,Town,Modern day,Racing,Normal,Box,0,Retail - limited,109.0,2.0,982.0,3.8,,0.0,
1498-1,Spy-Bot,1987,Space,Action/Adventure,Classic,Normal,Box,0,Retail - limited,62.0,,884.0,3.2,,0.0,
1499-1,Twin Starfire,1987,Space,Action/Adventure,Classic,Normal,Box,0,Retail - limited,89.0,2.0,1180.0,3.5,,0.0,
